People_num,Meters,Have_gas,Have_induction,Have_vitro,Have_AC,Have_calef,Monthm,Day_of_the_week,Kwh_daily_consumption
6,135,0,2,2,1,0,12,4,22.179655627053332
4,67,2,2,2,0,2,7,7,15.138731254018058
4,86,2,2,2,1,0,10,1,16.162517835883857
6,51,0,1,1,0,2,8,0,20.365864926381537
7,120,0,1,0,0,0,7,6,25.866948274967445
6,171,1,1,0,0,2,4,6,23.758776145295354
2,97,1,1,0,1,0,2,2,15.174887849949982
7,191,2,1,1,2,1,9,5,31.13826119261013
3,96,0,2,2,1,0,3,3,13.871561372510469
5,132,1,1,0,0,0,3,0,21.08270061325994
1,61,1,0,1,1,1,4,3,12.347467588074323
3,153,2,2,2,1,1,1,4,41.28309751416883
1,55,0,0,0,1,1,9,5,21.103360010480657
6,149,1,2,1,1,0,1,4,24.187182759705944
3,69,1,2,0,0,0,12,1,11.616758311900691
3,148,0,0,2,1,2,12,5,19.946603914614396
6,103,1,2,0,1,2,3,7,18.783353740562188
2,136,0,2,2,0,0,11,2,15.324800090037696
7,84,0,2,1,2,2,11,3,22.579556633329936
7,88,0,1,1,0,0,2,5,25.85800567726236
2,193,0,1,2,0,0,5,1,21.04460132690972
1,148,2,0,1,1,2,10,0,17.672970484817387
4,105,0,1,0,0,2,6,1,19.565002929807378
4,54,1,1,0,0,2,9,1,14.178106068707976
1,127,2,2,2,1,1,12,7,34.475314305788025
5,75,0,2,2,1,1,2,3,41.194443318216116
5,76,1,0,1,2,2,3,4,18.27231220993506
4,199,1,0,2,0,1,10,2,17.757161163496292
7,188,1,1,1,1,0,6,3,41.53792456774903
6,162,2,0,0,0,2,2,2,21.82419916044502
2,84,2,0,0,1,0,11,0,13.775181632971485
1,86,0,1,2,0,1,12,0,36.571445667349536
4,93,0,0,0,2,2,10,4,16.81785824812697
3,150,1,0,1,0,1,8,7,18.117926446548903
6,133,2,0,0,0,2,8,4,20.036165350799557
4,189,1,1,2,0,1,2,1,44.792999213935545
7,139,2,0,2,1,1,5,3,23.91764776220751
7,194,0,1,1,0,1,8,6,28.76379799447093
5,67,2,0,1,2,2,8,5,17.96219506607539
1,71,0,0,1,1,0,8,5,27.723258948272782
3,58,1,0,0,1,0,6,1,21.12400480288898
1,76,1,2,1,2,0,1,0,8.63031216306702
1,129,0,1,0,0,1,10,7,16.69563706339911
4,125,0,1,2,0,2,8,7,20.39653263846435
7,127,1,1,2,0,0,9,0,22.701225384602715
7,136,0,2,0,0,0,3,1,22.229319866785403
1,122,0,1,2,0,1,2,3,38.639866695056625
5,56,1,2,1,2,2,6,0,17.423245806718086
7,62,1,1,1,1,1,2,5,44.13742183644709
1,62,2,2,1,1,1,12,0,37.37339655944562
7,67,0,1,0,1,0,4,5,27.415006267658793
1,177,1,2,1,0,2,10,5,15.646378497677494
6,195,0,1,2,2,0,11,7,27.976429913834583
5,149,2,1,2,1,0,1,7,25.38622292969139
7,179,1,0,1,2,2,12,5,25.33526077684939
7,114,2,2,2,0,0,8,3,23.960293737635283
1,177,1,1,2,2,0,1,3,18.922113478088708
4,114,1,2,0,2,2,9,4,13.822855267271256
6,174,2,0,1,1,1,5,2,27.57037538355432
1,114,2,0,1,0,0,9,0,12.220423947536023
2,188,0,0,2,2,2,4,0,18.025651213434198
1,170,1,2,1,0,1,9,5,10.832708971939372
3,199,0,1,1,0,0,10,7,21.680897122591276
2,50,1,0,2,1,0,12,5,7.299509552822955
5,65,0,0,0,0,0,12,0,15.892966028151173
7,185,1,2,1,2,2,10,6,26.155617549814263
7,97,2,1,2,0,0,8,6,22.643193574215537
7,102,0,2,2,1,2,4,6,23.710065303549392
7,185,2,1,2,2,0,7,1,31.409027942954406
6,150,2,1,2,0,1,3,2,33.9095171452033
1,164,0,1,0,2,2,6,7,17.126818608214986
5,96,0,2,0,1,0,8,1,39.29097565223484
1,106,1,0,2,2,2,6,1,6.965203766906303
1,62,0,2,1,2,0,3,6,11.071673419290478
1,158,2,1,0,1,2,5,6,15.985408642358015
2,82,1,1,2,1,1,8,5,29.219189662404702
5,69,1,1,0,0,0,11,2,20.69758290240338
6,153,1,0,2,2,2,7,3,20.852030135774896
3,52,2,1,2,0,2,2,0,13.344305197010435
2,56,2,1,0,0,1,8,1,14.606358298785313
3,148,0,0,2,0,1,6,0,15.011682831777488
1,69,2,2,1,0,1,11,6,29.016551558968388
1,88,1,2,2,2,2,9,1,8.097521991511506
4,159,2,1,2,0,1,6,0,22.636866786612693
7,56,0,0,2,0,1,3,7,25.697048548113425
4,195,0,1,1,0,2,11,0,24.490473629280693
1,179,0,1,2,1,1,7,5,35.24818605381902
1,65,1,1,0,1,1,6,2,21.048044848593857
5,59,2,1,0,0,1,2,5,45.35941129879577
7,152,0,2,0,0,2,12,3,23.499080183591946
7,137,1,0,2,2,2,5,2,20.914241844249943
7,132,1,0,0,1,0,7,2,37.74054977215873
6,75,1,2,0,2,2,9,4,16.45667204482278
7,156,0,0,0,2,0,12,2,28.974946497918037
1,88,1,2,1,1,1,2,3,33.72054895910888
5,103,0,1,2,1,1,2,0,46.78033935470416
6,135,1,1,2,2,1,12,5,48.76976718598258
5,119,2,0,0,1,1,5,0,18.27934833901937
7,86,1,0,1,0,1,3,1,28.930815105682996
5,200,1,1,0,2,0,7,3,25.67914799864823
2,82,2,0,1,0,0,10,7,15.348909290348168
3,173,2,1,1,2,2,9,1,23.706544211520736
1,127,2,0,2,0,1,1,6,37.49783589987375
6,66,1,1,1,2,1,7,6,21.55223695954792
5,59,0,0,1,0,0,1,1,18.781932860959767
7,82,2,0,2,2,2,9,6,21.769633140358625
3,100,2,2,1,2,0,8,0,16.541533364158422
4,198,2,1,1,1,2,7,3,40.73829950508538
6,75,0,2,1,0,1,1,3,48.909857424230054
4,146,1,1,0,1,1,12,5,43.63125199312139
7,189,1,2,0,0,1,6,6,24.648805228310234
1,84,1,1,2,2,0,6,3,11.79025715013647
4,161,0,0,2,2,0,6,3,20.9434556470883
6,199,0,1,2,1,2,2,4,29.110033231007414
4,76,2,2,2,2,2,11,1,15.398857656712224
1,57,1,0,1,1,1,5,6,8.524256992086876
2,95,0,0,0,0,1,1,4,39.84575046659686
1,155,1,0,2,0,1,1,7,36.63528160465496
5,130,0,1,0,2,0,8,6,25.067812010359567
6,81,0,1,0,2,1,2,2,48.14148719478141
6,50,1,0,1,2,0,5,0,17.77889728261872
1,149,2,0,2,1,0,6,5,25.14458661669294
2,149,2,1,1,2,1,1,0,42.7036455225941
5,118,1,2,1,0,2,4,5,20.047220673819613
3,104,0,0,1,0,1,9,3,17.56015493144299
1,166,2,0,1,1,0,10,6,17.740586391698972
4,63,2,1,2,0,1,11,5,39.42219117893383
6,70,0,0,0,1,2,7,2,37.106959920672246
1,68,2,2,1,2,1,3,3,18.46676449444293
2,133,2,1,1,2,2,11,7,18.555295675712575
7,106,1,1,2,0,0,7,4,23.698067641556477
4,112,0,1,1,1,0,2,2,19.9367404051451
4,60,1,1,1,1,1,7,3,30.4422522285262
3,173,2,1,0,0,2,3,4,22.78324669413793
4,93,0,2,0,0,1,11,7,36.26862215556027
4,161,1,1,1,0,1,9,6,19.398728108140578
3,153,0,2,1,1,2,5,2,20.473950992979255
2,121,1,1,2,1,2,8,5,30.542809036360758
6,86,0,0,1,1,0,8,3,41.485781651992674
3,120,1,1,1,2,1,9,3,16.939061882371362
7,138,0,0,1,2,0,7,4,24.15888067262895
6,188,1,1,2,2,2,3,4,26.275041616278074
6,98,1,2,1,0,1,9,3,19.04451738370432
3,157,1,1,1,1,2,12,4,17.268459130045354
1,111,2,1,2,0,2,7,1,13.223331373153012
7,150,2,1,0,2,1,8,2,28.057505222256832
2,169,1,1,0,2,1,5,6,16.84021993488959
2,106,1,1,2,1,0,4,5,15.423836274491176
6,99,2,1,1,1,1,11,1,44.55119378099866
1,165,2,2,1,1,0,5,0,16.889430065036635
5,74,2,2,1,2,1,12,6,44.63234924087139
4,92,0,2,2,1,0,3,3,16.68059973183536
5,154,2,2,2,0,2,11,4,20.320976676856347
7,51,1,1,2,0,0,10,7,21.07801781486419
3,132,2,2,1,1,1,10,3,19.682473030121614
7,54,2,0,0,2,1,10,2,19.979139757257446
3,146,2,2,1,1,1,5,6,18.575867681465116
3,84,2,2,2,2,2,6,6,15.835432495513956
5,96,2,2,2,0,1,10,2,15.379120275020275
2,95,2,1,1,2,1,4,2,20.81329834053823
3,185,2,2,1,2,0,6,6,19.650773307135875
2,94,1,0,1,0,2,9,3,14.48682644552377
4,114,0,2,1,1,1,4,4,28.94775156054263
1,93,0,2,0,0,0,7,2,12.098764054279659
7,188,0,0,0,2,0,8,0,28.25376184788857
5,80,1,0,2,2,1,7,0,12.602635054565454
5,144,2,2,1,1,1,12,5,46.897345264642766
5,172,1,1,1,2,1,7,7,23.806007563809068
2,82,1,2,2,0,0,12,6,8.65215369375666
1,52,2,2,1,0,2,5,4,13.021156197066071
3,90,2,2,1,1,1,3,2,25.023475616514613
7,94,1,0,0,0,2,6,4,22.516133094146213
4,86,0,0,2,0,1,3,0,20.605954739198356
2,85,2,2,1,0,0,6,2,13.596341474885287
6,102,1,1,1,2,2,6,5,24.556242659916077
6,130,0,2,0,2,0,11,7,24.952749176216667
2,61,0,1,1,1,1,2,4,39.84854303676975
1,201,2,1,1,1,1,8,2,36.03561114848605
3,108,1,0,0,0,0,2,6,10.601419622359181
5,141,0,1,1,2,0,1,5,24.53943194490515
2,100,2,0,2,0,1,5,1,17.15991311725887
2,141,0,0,2,0,0,1,2,15.748230081833618
6,69,0,1,2,2,0,3,3,24.046699827445664
4,124,1,0,0,0,2,6,0,14.725171098033991
3,149,0,1,2,1,0,6,1,30.07982407963175
3,66,1,0,1,2,0,2,1,11.377448152736637
7,109,0,0,0,2,0,12,2,20.35211132213315
7,159,1,0,1,0,0,6,3,27.397281504196922
5,134,0,0,1,0,2,8,1,25.42936199434508
2,162,1,0,0,1,1,11,2,32.034564626593294
6,191,0,0,1,2,0,8,5,29.23673991614651
6,150,1,0,0,2,0,4,2,18.44694797999145
2,114,2,2,1,1,0,8,7,34.783057374844844
1,83,2,1,0,0,2,9,1,16.538781011645938
2,190,0,0,1,1,2,5,5,20.860273413830125
4,178,1,0,1,1,0,8,2,40.0808953538641
4,64,1,1,1,1,0,11,3,15.671409306378633
1,163,1,1,2,0,1,7,5,14.512676312195564
6,139,0,1,0,0,1,5,6,24.872907895476075
4,77,1,0,2,1,1,8,6,29.203894789339834
2,191,1,2,1,1,0,3,3,17.85810408293487
3,145,1,1,1,2,0,10,0,21.38924535272236
2,82,0,1,1,2,0,6,7,14.451787538513457
5,159,0,0,0,2,2,4,4,21.807236281807533
1,165,0,0,1,1,0,3,1,15.106801904029746
3,60,1,2,2,2,2,1,3,10.708076597386317
6,113,2,0,2,1,2,1,2,22.9871969773216
3,109,0,2,2,1,0,1,2,15.942426727590137
2,141,1,2,1,1,2,3,5,14.077927422798306
7,123,0,1,1,0,2,1,6,29.793931838633952
2,163,1,2,2,1,1,1,1,38.44534543158052
3,94,2,1,2,0,1,5,3,17.309038164031783
3,158,1,1,0,1,1,4,3,25.131876434568976
3,82,1,2,1,1,0,3,1,14.119266156507036
5,149,1,0,1,0,0,4,4,23.05823184970745
5,110,1,2,1,0,0,5,1,17.688534325401495
6,71,0,2,2,0,0,4,6,19.636335725442116
2,177,1,1,0,0,2,3,2,17.979167446731946
2,179,0,0,2,1,0,12,6,15.670550949950757
7,161,2,0,2,1,2,4,2,26.876052182376306
5,52,1,0,2,2,1,7,4,11.877487352262822
6,57,2,0,1,1,2,3,0,22.172567122472785
1,165,2,0,2,0,0,6,1,13.119787506819549
1,167,1,2,0,1,2,5,4,10.594730236889493
1,188,2,0,0,1,1,8,1,30.805255048158756
3,125,0,2,0,0,2,4,1,15.073494963878385
3,104,2,2,2,0,2,3,2,16.761630440163657
5,144,1,0,1,1,0,1,4,21.328759937048275
7,111,2,0,1,2,2,10,5,27.5489848254099
6,191,0,0,2,1,1,4,5,29.90826785837776
4,138,0,2,0,0,1,8,1,16.573516954333247
2,119,2,0,0,1,1,9,4,26.18018337572983
3,116,1,1,1,0,0,2,2,16.384731268339237
7,190,0,0,0,0,1,12,6,53.865477595243604
4,161,0,2,0,0,2,4,3,22.150966661478183
1,129,1,0,1,1,0,3,7,12.378881117269259
3,113,0,1,0,0,2,2,5,19.89931492135214
2,93,2,0,1,1,2,11,5,17.218946820106726
4,174,1,0,2,0,1,5,2,15.111038579084092
5,136,2,1,2,1,0,10,2,26.505007650529542
4,140,2,2,2,0,1,1,3,42.64253339276607
2,73,0,2,1,2,0,4,6,15.127413789614884
6,127,0,1,0,2,2,2,7,26.444767375789816
4,156,2,1,0,1,2,10,0,25.121714750502406
1,177,0,1,0,0,2,6,5,18.88606664664498
2,64,2,0,0,2,2,1,1,10.569821579707437
1,120,2,1,0,0,0,5,5,13.966450745815816
5,154,2,2,2,1,2,3,6,25.200688095149214
1,145,0,2,0,2,2,3,3,11.818726601452337
2,143,2,2,1,0,0,7,6,18.035782556155453
6,91,0,1,1,2,0,11,7,24.739877082052022
1,193,2,0,2,2,1,2,7,38.426480408129464
3,142,2,0,0,2,0,5,3,15.513727950131466
5,163,0,0,0,1,2,11,4,23.375337129914612
3,72,1,0,2,1,1,5,7,12.84790460617541
3,120,1,1,0,0,2,6,3,13.60071364936931
4,171,0,2,1,2,0,4,1,24.748398279942368
1,169,1,0,0,0,0,4,1,11.477362763751147
4,61,0,0,2,0,0,3,1,11.007386003096325
1,79,0,2,0,0,1,10,0,10.792746119848232
1,145,2,0,1,2,1,12,1,42.46561109653042
2,51,0,2,0,1,1,12,0,34.836542301496074
3,138,0,0,1,2,2,11,2,19.851074253403578
3,126,2,1,0,0,1,11,4,36.10426485130687
2,145,0,1,1,0,0,7,2,18.594088833888964
2,169,2,0,0,0,2,7,4,15.71543527254459
4,132,2,1,1,0,2,11,2,23.14900503157123
3,162,1,1,0,0,1,5,5,17.351595596399413
1,133,0,0,1,2,2,11,4,16.625376858076766
4,141,2,1,1,1,1,6,1,33.27005731298999
6,55,1,2,2,1,1,3,6,20.338431930264697
7,169,0,0,0,1,0,11,1,24.87483269109266
2,145,1,2,2,2,2,5,4,12.057563261275085
4,86,0,0,2,0,0,8,2,18.18038602012861
6,136,1,0,1,0,2,5,1,22.820545791280683
6,199,1,2,2,1,0,5,7,25.27885765449637
4,113,1,1,2,0,2,3,5,17.843545367534155
2,161,1,2,2,1,2,5,0,14.42432543628161
4,180,0,2,0,0,1,9,6,21.73358890515264
6,196,2,0,0,0,1,11,4,44.16401115952352
7,196,2,0,2,2,0,2,0,28.01808101792266
5,101,2,2,1,2,0,3,7,21.971671054329793
3,158,0,0,1,2,2,2,4,17.99446867532149
5,51,1,2,0,2,1,6,0,12.393851774360256
5,113,0,0,1,0,1,6,1,24.70240297894575
1,193,1,1,2,2,2,10,5,15.875502766341409
5,128,1,2,1,0,1,7,4,20.59690863443497
2,116,2,2,0,2,1,12,4,40.72075942069328
2,92,1,2,2,0,1,5,3,10.856552368555136
5,94,0,1,2,0,1,5,2,23.680812141454563
7,97,1,2,0,2,1,9,3,18.62364457008579
3,97,2,1,1,2,0,12,5,16.221468197525585
4,102,1,2,1,2,1,9,5,13.496796838273994
6,156,2,1,1,2,0,4,2,25.314340909977428
6,110,1,0,1,1,1,9,1,31.714196577125573
7,82,0,2,0,1,0,11,1,22.86588603689158
7,173,0,1,2,2,2,2,1,29.01376053684931
4,148,0,0,0,2,0,12,0,17.444966985461075
6,104,0,0,2,0,1,3,7,27.570532808482117
3,118,2,0,0,0,2,2,1,18.787487411829364
1,118,0,1,1,2,1,11,3,33.66937000977595
4,180,1,0,1,1,2,2,4,20.35830740397974
4,157,2,2,0,2,0,2,5,21.106490678154866
1,201,2,0,2,2,1,4,5,23.41814188797315
2,178,0,0,0,2,2,10,1,17.438297395172004
6,166,0,2,2,2,1,2,0,46.58617643319529
5,184,2,0,2,0,2,6,4,25.260187506754153
1,194,0,2,1,2,2,7,2,18.268061406941335
2,107,0,2,0,1,0,1,2,13.367595233875143
1,146,0,0,1,1,2,9,5,28.323970462445835
4,90,2,1,0,0,2,2,6,22.13488612139708
6,50,1,2,2,1,1,7,7,30.96926292624256
7,129,2,2,2,1,1,12,1,50.657950079622644
1,90,0,1,2,1,1,11,1,30.523907407861266
1,167,2,2,2,2,1,11,1,31.384616398103844
7,99,1,2,1,1,1,1,0,50.00173880924622
5,106,2,0,2,1,2,11,3,14.7859516309496
3,150,0,2,2,2,2,2,0,15.82838881595819
4,111,0,1,1,1,2,11,6,21.10332749635017
4,175,0,2,1,2,1,7,1,22.33625794213141
4,180,2,1,0,1,2,6,7,36.249623617347225
2,94,1,2,1,0,2,12,0,11.233290880741123
6,74,0,0,1,1,2,7,6,38.00497925780647
7,119,0,0,0,2,2,7,2,23.8590169784732
3,162,1,2,2,2,0,7,4,16.98846443458651
1,169,2,1,2,0,2,5,2,18.76373285486542
3,94,2,0,1,2,1,4,5,21.82638048240707
7,115,0,2,1,0,0,2,5,26.937979657930114
6,67,1,0,2,2,1,11,3,37.073435298231985
5,170,2,2,2,2,2,5,3,21.10415735590736
1,91,0,1,1,2,2,8,7,14.330729396402363
5,184,0,1,2,2,2,1,5,25.824350443311584
6,76,1,1,0,1,1,9,1,30.775832131611136
5,171,1,1,1,1,0,1,5,21.551985082807633
5,67,0,0,1,2,2,11,0,22.678453862123344
2,158,1,2,1,1,1,8,3,32.694186190202764
3,74,0,0,1,1,1,8,3,31.771886710672852
1,190,2,0,1,1,2,4,4,17.8650158684948
4,172,2,1,2,0,1,10,2,23.945102272064613
7,172,0,1,0,1,2,8,0,49.05742181072495
4,165,2,0,0,1,1,12,5,46.92645890637465
7,101,2,1,2,1,2,2,0,24.647215644856562
1,50,1,2,1,0,2,5,4,10.166310326031345
6,66,1,0,0,0,1,7,0,17.066264207580495
5,106,2,0,0,0,2,7,0,18.15364889955434
7,172,1,1,0,2,0,2,1,24.99908704511295
5,95,1,2,0,2,0,10,7,16.319094077200653
7,137,0,1,1,0,1,5,4,29.164552195966248
3,73,2,2,1,2,2,3,5,15.85022234314418
5,195,2,2,1,0,1,2,2,47.49222293356702
5,121,0,1,2,1,2,2,1,22.74235040934021
7,160,0,2,2,1,0,12,5,26.611554296851306
3,121,1,1,0,0,0,1,3,18.689291171938088
5,141,2,1,2,2,1,10,4,24.315734864238852
2,159,1,2,0,2,1,4,0,18.334545306651187
6,83,1,1,0,0,2,2,4,20.639363740836774
3,73,1,1,0,0,2,8,7,13.941452953823093
6,106,1,1,0,0,0,2,7,20.655655159565377
2,124,2,2,2,2,1,5,3,14.46053623029548
3,170,1,2,0,2,1,11,5,33.919993085663826
3,81,1,1,0,0,1,4,7,17.567678739658053
2,183,1,0,1,1,0,2,4,17.821183216165274
7,159,2,0,2,2,0,3,7,25.376982994165186
7,176,2,0,1,2,2,9,1,26.742199446997752
6,182,1,2,2,1,1,4,3,26.285817518063038
6,156,1,1,1,1,1,11,3,41.625610468059506
5,105,0,2,2,1,0,4,3,19.22263962071377
6,157,1,1,2,0,2,2,0,24.768240976794274
6,51,1,1,2,2,0,3,0,21.79341649525812
5,157,0,2,2,2,2,8,6,18.539570443405605
4,122,2,1,1,1,2,11,7,22.33675777538958
2,117,0,2,2,0,0,9,0,14.753328796592191
4,194,0,0,2,2,0,3,7,19.170641126943266
5,158,1,0,2,0,0,4,2,19.87035727141738
5,76,0,1,2,0,0,8,6,22.278145576550827
4,181,1,1,2,1,0,4,3,21.971791533903087
5,83,2,0,1,1,2,9,3,35.07143772361178
4,127,1,0,2,2,2,4,3,17.33481945591349
6,131,0,1,1,0,2,8,2,27.92966350453264
7,196,2,2,0,2,2,10,2,28.475958294067016
6,98,2,2,0,0,1,2,6,44.26200587922745
6,154,0,1,0,1,2,5,1,28.057899432448536
2,108,0,0,1,2,1,9,6,15.758092782656048
4,96,0,0,0,0,0,6,7,14.494628360401284
7,129,1,2,0,1,0,12,0,22.586188775319023
4,151,1,2,1,2,2,4,2,16.68169199226465
3,173,0,1,2,1,1,6,6,36.0327105922358
3,193,2,2,1,0,1,5,6,23.64904079526762
7,128,1,0,1,0,1,3,2,29.61066137469293
4,127,2,0,0,1,2,8,0,33.11979118544887
6,184,2,2,1,2,0,6,4,27.13426430851325
5,143,0,0,1,2,1,11,1,39.15434843555608
4,61,1,2,2,1,1,7,2,30.82104892227414
6,201,1,2,2,0,1,3,5,29.313906228165422
7,99,0,2,2,2,1,5,5,21.111965309575748
5,155,1,2,1,2,1,4,5,26.669780727071462
7,76,1,1,1,1,2,11,6,20.810519856579226
3,85,2,0,1,0,2,1,4,18.6891791509498
2,153,0,2,0,0,2,2,2,15.176162155184379
1,51,0,1,0,1,0,3,5,12.591178208311652
6,98,1,0,0,2,2,8,7,19.079817726042034
7,153,2,2,1,2,2,2,6,27.36093401227643
6,90,0,0,1,1,2,5,6,22.340074763277876
6,55,1,0,2,1,1,5,2,14.647644121090364
5,60,1,2,2,2,0,3,3,13.98581473448437
3,55,0,1,0,2,2,12,4,15.32964823042112
3,89,1,0,0,0,1,10,0,9.017738171462174
7,56,2,0,2,0,2,9,4,23.11777887948417
7,76,2,1,0,1,2,3,5,25.388883175821555
4,121,1,2,0,2,2,3,7,17.239827914812267
7,181,2,1,2,1,0,8,4,46.90268304698883
1,160,0,0,0,0,0,1,4,10.86667884009152
7,116,2,1,0,1,0,6,7,41.678303622591166
5,73,2,1,2,1,0,11,6,18.825309503738428
3,68,0,0,2,2,0,2,1,12.983406196464454
7,97,2,1,0,1,0,5,7,25.444558013645548
7,177,2,1,1,0,1,7,2,26.68644766142068
1,163,2,2,2,1,2,2,7,14.92518765895418
1,139,2,1,2,0,2,4,2,19.10454939429291
2,60,2,1,1,0,2,6,2,14.026202452705322
3,63,0,0,1,1,0,8,4,33.49489960926332
2,149,1,1,2,1,1,10,3,16.624735730207128
2,58,0,0,2,2,1,3,1,15.269211923222324
6,137,1,1,1,1,2,7,2,38.81800072877351
3,66,1,0,2,2,0,7,4,11.712933579334162
7,103,1,0,2,1,2,5,7,18.89685595697031
3,115,1,0,2,2,0,9,2,12.991786721754062
5,98,0,0,2,1,2,7,2,36.036430622760335
2,188,0,1,2,2,0,3,0,21.59107887071046
2,141,0,1,1,1,1,10,2,18.731701289681514
4,136,2,2,1,1,0,6,6,32.35844354963163
5,96,1,2,1,0,1,11,3,34.39254882727234
2,93,1,0,2,1,0,5,4,7.891865112754685
3,82,1,0,0,2,1,7,4,10.53415950124836
1,81,2,1,1,2,1,5,5,13.326123808303016
6,189,1,1,0,1,1,10,6,25.372827119370772
1,97,2,1,0,0,2,3,7,14.400181891544623
2,162,0,0,2,1,0,1,5,17.9895394746148
7,182,0,0,0,1,1,6,4,39.70365834055856
4,195,1,1,1,1,0,11,2,19.57904871266738
1,173,0,1,1,2,1,7,7,21.203155087839388
3,129,1,1,2,2,1,11,4,33.63576703098006
7,113,2,2,1,1,1,1,0,51.233170790358734
4,123,0,2,0,1,2,1,6,17.568391643010862
5,171,2,2,1,0,0,3,6,26.73242791092779
1,139,2,0,0,0,1,1,6,39.325312838892934
2,171,0,1,2,1,2,12,4,22.55502439813806
1,82,0,0,0,1,0,7,6,26.741421811567896
7,158,1,1,0,2,2,8,7,23.76788806320876
7,167,2,2,1,1,1,5,6,26.06386452424929
5,114,1,0,0,0,1,2,7,39.13515790926298
6,92,1,0,0,1,2,3,5,16.825602070664083
2,163,2,1,2,2,1,3,2,26.011879766056804
4,182,1,0,1,1,0,10,2,21.06528169921114
7,119,1,1,0,1,2,12,2,22.12549606321718
5,157,2,0,1,1,1,1,7,48.38490053958581
3,50,0,1,2,2,0,7,6,16.485358409286757
6,79,2,2,1,0,2,8,0,21.045989702187853
2,77,2,1,2,0,2,4,0,15.079343522400396
5,56,0,2,1,2,0,2,2,15.934856299904041
4,92,2,0,0,2,2,5,7,15.777459749003844
1,134,1,0,0,0,2,1,4,8.687768341422684
3,58,1,1,2,2,1,7,6,12.478643116768092
3,180,1,2,2,2,1,4,3,21.9163862169879
1,185,2,2,1,1,1,8,3,32.57613084361459
2,77,1,0,0,0,0,12,3,9.936007260384512
6,101,0,0,1,1,0,5,2,23.815071326030417
6,131,0,0,2,2,1,10,1,22.878165810708822
5,157,0,0,1,2,2,4,4,25.979401605656104
7,197,0,2,2,0,2,10,5,27.54395021936805
1,152,1,2,1,2,2,7,4,13.955899482391281
7,75,0,0,1,0,2,8,7,25.07351012858634
2,76,1,0,0,0,2,5,3,7.827211460257388
2,154,2,1,1,1,2,12,3,19.77153276531928
6,56,2,2,0,0,2,4,5,16.24388019719953
6,67,0,0,2,0,2,10,7,20.219846919194396
5,51,0,2,1,0,2,12,3,19.016533472098075
1,78,2,0,1,2,0,12,7,10.332355465660825
7,95,2,0,2,2,0,12,6,23.128177468967806
6,71,0,0,2,2,2,8,0,21.014898275582095
2,158,0,0,2,2,1,8,2,14.508177414159
7,72,1,2,2,2,1,12,0,45.51039367439417
3,145,1,1,2,0,2,6,0,17.08018966715739
4,124,1,2,2,2,0,4,3,15.128883515981716
5,88,1,2,1,1,2,5,1,19.345864488358593
4,127,0,1,1,0,0,10,4,25.1809013658906
6,105,0,2,2,1,2,4,4,21.114906033713982
4,182,1,2,0,2,0,12,5,19.246292343357673
6,173,1,2,1,2,0,7,4,23.398512132898684
5,171,0,1,0,1,1,12,6,47.67840467877686
4,187,2,2,1,0,1,11,5,40.87150204831825
7,200,2,2,1,2,2,7,7,30.219024481846105
4,82,0,2,2,2,2,5,1,15.467967212153496
3,94,1,1,2,2,2,1,4,14.359375882408905
3,194,0,1,0,0,1,9,5,22.734423518240497
6,62,1,2,2,1,2,12,7,15.414139923070671
1,107,0,0,2,2,1,1,6,35.700236831285984
7,157,0,2,2,1,2,8,7,43.89128552888976
1,171,1,1,1,0,1,2,7,37.85301381033552
1,133,0,2,2,0,1,6,7,12.418610167528957
3,103,2,0,1,2,0,2,7,18.912614511522232
6,115,0,0,0,0,2,4,0,21.259348749033336
6,197,1,0,0,1,0,7,5,37.85180137452748
6,169,2,1,0,2,0,12,7,28.211658964708626
1,64,1,0,1,0,2,9,5,5.750660000661144
2,144,2,0,2,0,2,9,3,13.876513742403315
2,122,0,2,2,1,0,9,7,25.622019493470233
5,109,2,2,0,1,1,7,6,35.161924566639236
4,87,0,0,2,2,1,6,5,19.595679919672698
7,152,1,2,0,2,0,8,7,21.989525515208584
4,186,2,2,1,0,0,5,4,21.54165836164272
7,68,2,2,1,0,1,12,3,49.32034628844654
3,184,0,0,1,0,1,6,4,22.932006762555257
7,146,2,0,1,0,0,8,3,28.39958046084563
6,146,1,1,1,0,0,7,6,21.532086351600604
4,159,2,0,1,0,1,10,4,20.9963996219177
3,135,2,2,2,1,2,11,5,16.0189220422542
6,71,2,0,0,0,2,6,5,16.97152248271935
3,154,2,1,1,0,0,11,3,20.83925119815874
3,107,0,1,0,0,1,4,3,24.18954457618326
2,63,0,2,0,1,2,9,7,25.48083584044366
2,183,0,1,2,0,2,8,3,18.015553484306928
2,198,0,0,0,2,2,1,1,16.563617870132656
5,192,1,1,1,0,0,7,2,27.160526273014803
7,155,2,2,0,1,0,3,1,25.945107878932927
7,73,0,2,0,2,1,9,1,19.774988062372742
5,68,2,1,1,2,2,10,4,20.937737475544743
6,170,2,0,2,1,0,7,7,40.012069739684776
6,118,0,1,0,0,0,10,1,27.66411886694252
2,118,2,1,0,2,1,3,6,21.601856286518743
2,60,1,0,2,1,0,2,1,8.247534513044892
5,127,2,1,0,1,0,3,6,22.6067209554898
3,61,1,0,0,1,1,3,5,15.867718916330764
1,138,2,0,0,1,0,4,2,12.547121831013953
7,104,0,0,2,2,2,11,3,23.354806625290372
7,86,2,0,0,1,0,2,4,20.31818967585499
